Make,Model,Year,Country of Origin,Transmission,Engine Type,Engine Size (L),Mileage (km),Condition,Previous Owners,Additional Features,Resale Value (Ksh)
Honda,Accord,2022,Japan,Manual,Diesel,3.0,63348,Poor,3,Leather Seats,844632
Toyota,Land Cruiser,2007,Japan,Manual,Diesel,1.8,156051,Good,3,Backup Camera,478156
BMW,5 Series,2008,Germany,Automatic,Petrol,1.4,124177,Fair,1,Sunroof,1313951
Subaru,XV,2003,Japan,Automatic,Petrol,1.8,121144,Fair,2,Bluetooth,265267
Toyota,Land Cruiser,2013,Japan,Automatic,Petrol,1.4,187563,Fair,4,Leather Seats,632907
Ford,Fiesta,2016,USA,Manual,Diesel,2.5,186369,Good,5,GPS,1082380
Subaru,Outback,2015,Japan,Manual,Diesel,3.2,179626,Fair,3,GPS,1131895
BMW,3 Series,2002,Germany,Manual,Petrol,2.0,145927,Very Good,3,GPS,1385426
Mercedes,GLA,2021,Germany,Manual,Diesel,1.6,165387,Very Good,4,Leather Seats,2388990
BMW,3 Series,2006,Germany,Manual,Petrol,2.0,171737,Very Good,2,None,1800033
Toyota,RAV4,2007,Japan,Manual,Petrol,1.4,37805,Very Good,4,GPS,774621
Ford,Focus,2006,USA,Manual,Diesel,4.0,49364,Good,1,Heated Seats,1294269
Volkswagen,Tiguan,2008,Germany,Manual,Petrol,2.5,112861,Poor,3,None,860882
BMW,5 Series,2005,Germany,Automatic,Petrol,2.5,72217,Very Good,1,Bluetooth,1730192
Subaru,XV,2014,Japan,Manual,Petrol,1.4,181690,Good,3,None,979419
Subaru,Outback,2012,Japan,Automatic,Diesel,2.0,159282,Excellent,1,Heated Seats,1015555
Honda,Fit,2017,Japan,Automatic,Petrol,4.0,190988,Poor,1,Heated Seats,1041738
Mercedes,C-Class,2002,Germany,Automatic,Diesel,1.8,68456,Good,0,None,1555675
Ford,Fiesta,2008,USA,Automatic,Petrol,3.0,39642,Excellent,0,Heated Seats,1071009
Subaru,XV,2008,Japan,Automatic,Diesel,4.0,107666,Excellent,1,None,1360244
Subaru,Outback,2020,Japan,Manual,Petrol,1.8,138781,Good,4,None,1297288
Nissan,X-Trail,2013,Japan,Manual,Diesel,1.4,101136,Very Good,5,Bluetooth,852324
Volkswagen,Tiguan,2009,Germany,Manual,Diesel,1.4,67840,Very Good,1,None,2056905
Ford,Explorer,2019,USA,Manual,Petrol,4.0,114531,Good,3,Backup Camera,1714028
Ford,Focus,2012,USA,Manual,Diesel,1.8,86899,Very Good,5,Backup Camera,1041029
BMW,X3,2001,Germany,Manual,Petrol,1.6,136015,Good,4,Sunroof,1265254
Volkswagen,Tiguan,2018,Germany,Manual,Diesel,2.0,117454,Poor,1,None,1264004
Honda,Accord,2016,Japan,Manual,Diesel,1.4,7791,Poor,3,None,750570
Mercedes,GLA,2012,Germany,Manual,Diesel,3.2,45858,Excellent,4,Leather Seats,3056715
Ford,Ranger,2011,USA,Manual,Diesel,3.2,194670,Excellent,0,None,1567544
Mercedes,GLA,2004,Germany,Manual,Petrol,3.0,78365,Good,3,Heated Seats,1409429
Nissan,Navara,2016,Japan,Manual,Diesel,1.6,163911,Fair,5,Backup Camera,848724
Honda,Fit,2001,Japan,Automatic,Diesel,1.8,111814,Good,2,Leather Seats,294997
Nissan,Navara,2005,Japan,Automatic,Petrol,1.8,6565,Excellent,3,Leather Seats,833158
Ford,Explorer,2020,USA,Manual,Petrol,3.0,66073,Fair,5,Bluetooth,936180
Toyota,Corolla,2013,Japan,Manual,Diesel,2.5,34894,Excellent,3,Sunroof,1267173
Volkswagen,Tiguan,2007,Germany,Manual,Petrol,4.0,29508,Excellent,2,Sunroof,2805517
Volkswagen,Golf,2005,Germany,Manual,Petrol,1.8,197321,Excellent,4,None,1707204
Volkswagen,Polo,2002,Germany,Manual,Petrol,1.4,183944,Very Good,2,Backup Camera,1398981
Volkswagen,Tiguan,2015,Germany,Manual,Diesel,3.0,32086,Very Good,5,Heated Seats,2457339
BMW,5 Series,2007,Germany,Automatic,Diesel,2.5,52921,Excellent,2,Backup Camera,1971299
Toyota,Camry,2005,Japan,Automatic,Diesel,1.6,83260,Very Good,1,Backup Camera,738440
BMW,5 Series,2004,Germany,Automatic,Petrol,1.6,33373,Good,5,Sunroof,1698482
BMW,5 Series,2015,Germany,Manual,Petrol,4.0,40641,Fair,4,Leather Seats,2024760
Mercedes,GLA,2019,Germany,Manual,Petrol,1.6,8504,Poor,3,Heated Seats,1441834
Honda,Fit,2004,Japan,Automatic,Diesel,3.2,35726,Fair,4,Sunroof,838632
Subaru,Forester,2018,Japan,Manual,Petrol,2.5,155127,Excellent,1,GPS,1352102
Ford,Explorer,2002,USA,Automatic,Petrol,1.4,72275,Good,2,Sunroof,510873
Toyota,RAV4,2009,Japan,Manual,Petrol,4.0,5643,Good,0,Leather Seats,1452507
Honda,Fit,2012,Japan,Automatic,Diesel,1.8,78247,Excellent,2,Leather Seats,1073473
Volkswagen,Tiguan,2006,Germany,Automatic,Diesel,3.0,79917,Good,1,Bluetooth,1616763
Toyota,Corolla,2005,Japan,Manual,Petrol,1.8,176927,Very Good,4,GPS,591063
Toyota,Camry,2008,Japan,Manual,Diesel,2.5,175474,Good,2,None,604751
Ford,Fiesta,2007,USA,Automatic,Diesel,3.2,37083,Excellent,4,None,1580341
BMW,5 Series,2018,Germany,Automatic,Petrol,3.0,137073,Poor,3,Backup Camera,1235623
Ford,Focus,2011,USA,Manual,Petrol,3.0,180935,Very Good,0,None,852302
Honda,Fit,2012,Japan,Automatic,Diesel,1.4,186515,Excellent,5,Heated Seats,958130
Subaru,Outback,2023,Japan,Automatic,Petrol,1.6,68089,Excellent,4,Backup Camera,1744064
Mercedes,C-Class,2012,Germany,Manual,Petrol,1.6,42815,Fair,5,Heated Seats,1566435
Ford,Explorer,2007,USA,Manual,Diesel,3.2,39259,Very Good,5,Leather Seats,1391961
Volkswagen,Polo,2016,Germany,Manual,Petrol,1.4,129934,Poor,5,Bluetooth,1113612
Nissan,Juke,2023,Japan,Manual,Diesel,2.0,132540,Excellent,5,Bluetooth,1717799
BMW,X5,2014,Germany,Automatic,Diesel,2.5,183367,Poor,0,Bluetooth,1299302
Volkswagen,Polo,2000,Germany,Manual,Petrol,2.0,189259,Very Good,3,Heated Seats,1359512
Honda,Accord,2004,Japan,Manual,Petrol,2.0,12857,Excellent,5,Leather Seats,810701
Toyota,Corolla,2016,Japan,Automatic,Petrol,1.4,142031,Good,0,GPS,1056807
BMW,X5,2013,Germany,Automatic,Diesel,1.4,84633,Good,1,Heated Seats,2006517
Honda,Fit,2013,Japan,Manual,Diesel,1.6,52467,Excellent,4,None,1146405
Volkswagen,Polo,2015,Germany,Manual,Petrol,1.4,86151,Poor,0,None,1284423
BMW,X5,2021,Germany,Automatic,Petrol,2.0,133525,Fair,0,GPS,1976710
Nissan,X-Trail,2011,Japan,Automatic,Petrol,3.2,66797,Good,3,Backup Camera,1300001
Volkswagen,Polo,2020,Germany,Automatic,Petrol,2.5,170092,Poor,2,Heated Seats,1232062
Volkswagen,Passat,2021,Germany,Manual,Diesel,2.5,30626,Good,2,GPS,2587920
Ford,Ranger,2008,USA,Automatic,Petrol,1.6,185050,Fair,2,Bluetooth,438798
Ford,Focus,2003,USA,Manual,Petrol,3.2,187911,Good,5,None,802133
Volkswagen,Tiguan,2014,Germany,Automatic,Diesel,1.8,191984,Excellent,4,Backup Camera,2266326
Mercedes,GLE,2021,Germany,Manual,Diesel,3.2,96915,Very Good,0,Heated Seats,3181566
Volkswagen,Passat,2002,Germany,Manual,Diesel,3.0,184601,Fair,5,GPS,987923
Mercedes,C-Class,2019,Germany,Automatic,Petrol,4.0,182409,Poor,3,None,1582937
Subaru,XV,2001,Japan,Automatic,Petrol,1.8,131535,Very Good,2,Sunroof,250261
Ford,Explorer,2012,USA,Manual,Diesel,2.0,87933,Fair,1,Leather Seats,793061
Mercedes,C-Class,2002,Germany,Automatic,Diesel,1.4,144574,Fair,2,Backup Camera,971546
Subaru,Impreza,2011,Japan,Automatic,Petrol,1.6,121141,Excellent,4,Sunroof,1001443
Toyota,Land Cruiser,2014,Japan,Manual,Petrol,2.5,63297,Very Good,4,Leather Seats,1015473
BMW,3 Series,2016,Germany,Automatic,Petrol,2.5,139592,Fair,3,Sunroof,1545195
Mercedes,C-Class,2019,Germany,Manual,Petrol,3.0,150542,Good,3,Bluetooth,2166202
Mercedes,GLA,2011,Germany,Manual,Petrol,1.8,19925,Excellent,3,Sunroof,2350636
Mercedes,E-Class,2003,Germany,Automatic,Diesel,1.6,166530,Poor,3,Leather Seats,843004
Toyota,Land Cruiser,2023,Japan,Automatic,Petrol,2.0,34573,Poor,0,GPS,1068102
Ford,Ranger,2015,USA,Manual,Diesel,1.8,146519,Fair,1,None,906646
Nissan,Juke,2020,Japan,Manual,Petrol,2.5,30081,Very Good,3,Bluetooth,1572610
Mercedes,GLE,2015,Germany,Manual,Diesel,3.2,175289,Fair,2,Bluetooth,2041328
BMW,3 Series,2017,Germany,Manual,Petrol,2.0,104130,Good,3,Backup Camera,2043629
Mercedes,GLE,2010,Germany,Manual,Diesel,1.6,152554,Very Good,3,Leather Seats,1896386
Toyota,Camry,2011,Japan,Manual,Diesel,3.0,15615,Poor,1,Backup Camera,537570
Ford,Fiesta,2011,USA,Automatic,Petrol,4.0,167692,Poor,2,None,787495
Toyota,Camry,2005,Japan,Automatic,Diesel,4.0,172138,Very Good,3,Heated Seats,1116980
Subaru,Forester,2013,Japan,Manual,Diesel,2.5,50583,Poor,0,Heated Seats,678472
Mercedes,C-Class,2013,Germany,Manual,Diesel,1.4,61848,Poor,2,Backup Camera,1262180
Nissan,X-Trail,2021,Japan,Manual,Diesel,4.0,116048,Good,4,Leather Seats,1844877
Ford,Fiesta,2014,USA,Automatic,Petrol,3.2,41272,Excellent,2,Sunroof,1938047
Subaru,Impreza,2004,Japan,Automatic,Diesel,3.0,139202,Very Good,4,Backup Camera,453363
Mercedes,C-Class,2019,Germany,Automatic,Petrol,1.6,84436,Poor,2,Bluetooth,1374773
Mercedes,E-Class,2010,Germany,Manual,Diesel,1.4,26092,Very Good,3,Heated Seats,2176638
Honda,Accord,2015,Japan,Automatic,Petrol,4.0,179894,Excellent,0,Sunroof,1852462
Subaru,Outback,2013,Japan,Manual,Diesel,1.8,10312,Very Good,3,None,1198254
Honda,Accord,2009,Japan,Automatic,Petrol,1.6,68516,Very Good,2,GPS,898711
Volkswagen,Tiguan,2014,Germany,Manual,Petrol,2.5,133208,Fair,4,None,1575934
Mercedes,GLE,2009,Germany,Manual,Diesel,2.0,147063,Very Good,5,Sunroof,1905351
BMW,3 Series,2016,Germany,Manual,Diesel,2.5,9804,Excellent,3,None,2597478
Ford,Ranger,2015,USA,Automatic,Petrol,2.5,165456,Excellent,0,Bluetooth,1225248
Volkswagen,Golf,2017,Germany,Automatic,Diesel,3.2,68856,Excellent,2,None,3212541
Ford,Explorer,2004,USA,Automatic,Diesel,1.6,179997,Excellent,2,Heated Seats,640065
Honda,Fit,2014,Japan,Manual,Diesel,1.4,82938,Excellent,5,Heated Seats,1237643
Honda,CR-V,2002,Japan,Automatic,Diesel,2.0,80533,Very Good,1,Leather Seats,581351
Nissan,Qashqai,2012,Japan,Manual,Diesel,1.4,135667,Very Good,2,Heated Seats,862551
BMW,X3,2004,Germany,Manual,Petrol,1.8,171457,Good,4,Bluetooth,1464976
Ford,Ranger,2023,USA,Automatic,Diesel,3.2,59516,Very Good,1,GPS,2216392
Volkswagen,Polo,2011,Germany,Manual,Diesel,3.0,12484,Fair,1,Sunroof,1585577
Volkswagen,Tiguan,2010,Germany,Automatic,Diesel,1.8,71796,Fair,1,Leather Seats,1602776
Mercedes,E-Class,2019,Germany,Automatic,Diesel,1.8,93140,Very Good,4,GPS,2439977
BMW,3 Series,2013,Germany,Automatic,Diesel,2.5,97648,Fair,2,Bluetooth,1614478
Subaru,XV,2019,Japan,Automatic,Diesel,4.0,104184,Excellent,1,None,2066873
Subaru,XV,2015,Japan,Manual,Petrol,2.0,54696,Very Good,5,Backup Camera,1070186
Honda,Fit,2017,Japan,Automatic,Petrol,3.0,161585,Excellent,5,Leather Seats,1192414
Subaru,Outback,2021,Japan,Manual,Diesel,4.0,30006,Poor,3,Sunroof,1100192
Nissan,Qashqai,2011,Japan,Manual,Diesel,2.5,189389,Excellent,4,Heated Seats,893404
Subaru,Forester,2002,Japan,Automatic,Diesel,1.8,194581,Poor,0,GPS,282670
Mercedes,GLA,2007,Germany,Automatic,Diesel,3.0,195831,Poor,1,Backup Camera,932201
Toyota,Camry,2015,Japan,Automatic,Diesel,3.0,139178,Good,1,Leather Seats,957736
Honda,CR-V,2009,Japan,Automatic,Petrol,4.0,10527,Excellent,3,GPS,1634990
Mercedes,GLA,2023,Germany,Manual,Petrol,1.4,31810,Poor,2,Heated Seats,1477105
Honda,Fit,2007,Japan,Manual,Petrol,3.2,137881,Excellent,3,Heated Seats,1185569
Subaru,Outback,2012,Japan,Manual,Petrol,3.0,11524,Good,3,GPS,1013837
BMW,X3,2011,Germany,Automatic,Diesel,3.0,9637,Good,1,Leather Seats,2063033
Toyota,Land Cruiser,2004,Japan,Automatic,Petrol,3.0,199712,Good,4,Heated Seats,463835
Honda,CR-V,2014,Japan,Manual,Diesel,3.2,131378,Poor,2,Leather Seats,868833
BMW,X3,2010,Germany,Automatic,Diesel,2.5,50395,Good,5,Sunroof,1844212
Honda,CR-V,2008,Japan,Automatic,Diesel,1.4,63832,Good,0,Backup Camera,830650
Honda,CR-V,2021,Japan,Automatic,Petrol,1.4,186428,Poor,4,Backup Camera,698609
Mercedes,GLA,2003,Germany,Manual,Petrol,3.2,64175,Good,4,Bluetooth,1985098
Subaru,Forester,2014,Japan,Manual,Diesel,2.5,99818,Poor,1,GPS,744939
Toyota,Corolla,2018,Japan,Automatic,Diesel,1.8,90233,Poor,3,Heated Seats,601422
Nissan,Qashqai,2015,Japan,Manual,Diesel,3.0,125716,Very Good,5,Backup Camera,1040418
BMW,5 Series,2003,Germany,Automatic,Petrol,4.0,7079,Very Good,3,Backup Camera,2236102
Subaru,Outback,2003,Japan,Manual,Petrol,1.8,24895,Excellent,1,Sunroof,768618
Honda,Fit,2000,Japan,Automatic,Diesel,2.0,172139,Very Good,5,None,270002
Subaru,XV,2021,Japan,Manual,Petrol,1.4,50915,Good,0,Bluetooth,1372219
Toyota,RAV4,2023,Japan,Automatic,Petrol,4.0,60042,Excellent,2,Heated Seats,2408709
Honda,Fit,2011,Japan,Manual,Petrol,1.4,102074,Excellent,5,None,913820
BMW,5 Series,2016,Germany,Automatic,Diesel,4.0,143905,Fair,3,Heated Seats,2010694
Honda,Accord,2018,Japan,Manual,Petrol,4.0,187887,Good,4,Heated Seats,1624788
Subaru,XV,2012,Japan,Automatic,Diesel,3.0,87853,Poor,4,Heated Seats,572244
Volkswagen,Polo,2023,Germany,Manual,Petrol,3.2,97350,Fair,5,Leather Seats,2267514
Nissan,Qashqai,2023,Japan,Manual,Diesel,1.8,106382,Poor,1,None,887942
Mercedes,E-Class,2011,Germany,Automatic,Diesel,3.2,140676,Fair,2,Leather Seats,1743156
Volkswagen,Passat,2011,Germany,Automatic,Petrol,1.8,148752,Good,0,GPS,1901183
BMW,X3,2015,Germany,Manual,Petrol,1.6,64578,Excellent,3,Sunroof,2384195
BMW,5 Series,2003,Germany,Manual,Diesel,2.5,134517,Poor,4,Sunroof,829799
Nissan,X-Trail,2021,Japan,Automatic,Diesel,2.5,182544,Excellent,3,Heated Seats,1574535
Honda,Civic,2005,Japan,Automatic,Petrol,1.6,64101,Excellent,2,Backup Camera,706894
BMW,5 Series,2014,Germany,Automatic,Diesel,1.4,139861,Good,0,Backup Camera,1937356
Nissan,Juke,2022,Japan,Manual,Petrol,1.6,117316,Fair,4,GPS,1107276
Subaru,Forester,2018,Japan,Manual,Diesel,3.0,88320,Poor,2,Backup Camera,742984
Honda,CR-V,2003,Japan,Automatic,Petrol,1.6,138815,Poor,4,Backup Camera,217388
Honda,Fit,2022,Japan,Manual,Petrol,1.4,103004,Excellent,4,Leather Seats,1591715
Toyota,RAV4,2006,Japan,Manual,Diesel,2.5,74957,Excellent,1,Leather Seats,772335
Subaru,Forester,2008,Japan,Automatic,Petrol,3.2,88820,Excellent,2,Bluetooth,1607238
Honda,Fit,2011,Japan,Automatic,Petrol,1.4,98403,Good,5,Leather Seats,872310
Toyota,Corolla,2015,Japan,Manual,Petrol,1.4,49828,Poor,3,Sunroof,655708
Nissan,Navara,2011,Japan,Manual,Petrol,4.0,159570,Very Good,4,Heated Seats,1402267
Subaru,Forester,2004,Japan,Manual,Petrol,3.2,56660,Poor,4,Bluetooth,585602
Ford,Explorer,2011,USA,Automatic,Diesel,4.0,182654,Very Good,2,Heated Seats,1462516
BMW,5 Series,2005,Germany,Manual,Diesel,3.2,37384,Excellent,2,Sunroof,2702149
Ford,Explorer,2005,USA,Automatic,Diesel,3.2,136986,Very Good,1,None,1116036
Ford,Ranger,2019,USA,Manual,Petrol,1.4,148483,Very Good,4,GPS,1191139
Nissan,Navara,2000,Japan,Automatic,Petrol,4.0,7688,Poor,0,None,519140
Toyota,Camry,2021,Japan,Automatic,Diesel,1.6,127111,Poor,3,GPS,687180
Toyota,RAV4,2014,Japan,Automatic,Petrol,2.0,160583,Poor,4,None,494300
Honda,Civic,2007,Japan,Automatic,Diesel,1.6,52825,Good,5,Backup Camera,565173
Nissan,Qashqai,2021,Japan,Automatic,Diesel,2.0,29795,Fair,3,Heated Seats,1209910
Ford,Ranger,2020,USA,Automatic,Diesel,1.8,19300,Fair,4,Backup Camera,1098670
Subaru,Forester,2010,Japan,Manual,Diesel,4.0,14287,Fair,0,Bluetooth,1141629
Ford,Fiesta,2020,USA,Manual,Diesel,1.6,60405,Poor,5,Heated Seats,763754
Volkswagen,Golf,2010,Germany,Manual,Petrol,3.0,135598,Poor,4,Leather Seats,890167
Nissan,Qashqai,2021,Japan,Automatic,Petrol,3.2,42647,Fair,5,Sunroof,1636070
Nissan,Qashqai,2021,Japan,Automatic,Diesel,1.8,122587,Excellent,1,None,1656717
Nissan,X-Trail,2013,Japan,Manual,Diesel,3.0,105254,Excellent,3,Heated Seats,1031768
Mercedes,GLE,2018,Germany,Manual,Petrol,1.8,43753,Good,0,Heated Seats,2303832
Volkswagen,Polo,2019,Germany,Manual,Diesel,2.0,90550,Poor,1,Backup Camera,1485295
Toyota,RAV4,2011,Japan,Manual,Diesel,2.5,168820,Excellent,3,Sunroof,908696
Subaru,Impreza,2009,Japan,Automatic,Diesel,2.5,10850,Very Good,1,Backup Camera,1000640
Honda,Accord,2019,Japan,Automatic,Diesel,2.5,156403,Poor,2,Sunroof,638052
Nissan,Juke,2006,Japan,Automatic,Diesel,1.8,187265,Excellent,2,Bluetooth,673532
Mercedes,C-Class,2018,Germany,Manual,Petrol,3.0,199788,Fair,3,GPS,1750351
Honda,Civic,2007,Japan,Automatic,Diesel,3.2,45619,Fair,4,Backup Camera,984950
Nissan,X-Trail,2004,Japan,Manual,Petrol,1.8,6335,Very Good,5,Leather Seats,711247
Nissan,Qashqai,2007,Japan,Manual,Petrol,1.6,145685,Good,1,Heated Seats,650432
Subaru,XV,2011,Japan,Manual,Petrol,1.8,181662,Very Good,5,None,805992
Ford,Explorer,2015,USA,Automatic,Diesel,3.0,80153,Good,0,None,1165457
Ford,Fiesta,2015,USA,Automatic,Diesel,3.0,136579,Fair,4,Heated Seats,824371
Volkswagen,Golf,2012,Germany,Manual,Petrol,2.0,101569,Poor,2,GPS,1012692
Mercedes,C-Class,2020,Germany,Automatic,Petrol,2.0,97196,Excellent,2,Bluetooth,2764484
Honda,Fit,2007,Japan,Automatic,Petrol,1.6,188646,Excellent,2,Bluetooth,680067
Nissan,Qashqai,2009,Japan,Automatic,Diesel,4.0,123958,Good,1,Heated Seats,1178078
Subaru,Outback,2002,Japan,Manual,Diesel,1.4,108723,Good,2,Sunroof,423189
Mercedes,GLE,2017,Germany,Manual,Petrol,1.8,100138,Excellent,0,Leather Seats,2526590
Honda,Accord,2015,Japan,Automatic,Petrol,1.8,81074,Poor,1,Backup Camera,649833
Volkswagen,Polo,2001,Germany,Manual,Diesel,1.4,168465,Good,4,Bluetooth,1315478
Toyota,Corolla,2002,Japan,Automatic,Petrol,4.0,81524,Good,2,None,873552
Nissan,Qashqai,2018,Japan,Automatic,Diesel,1.4,39635,Good,1,Heated Seats,1325429
Volkswagen,Polo,2019,Germany,Manual,Petrol,1.6,39827,Good,2,GPS,2451425
Toyota,RAV4,2022,Japan,Automatic,Diesel,1.6,182583,Excellent,0,Bluetooth,1633491
Mercedes,GLE,2010,Germany,Manual,Diesel,1.8,94066,Very Good,1,Backup Camera,2021411
Ford,Focus,2001,USA,Automatic,Diesel,1.8,148629,Fair,5,Backup Camera,155810
Honda,Fit,2020,Japan,Manual,Diesel,1.4,71261,Very Good,3,Bluetooth,1529058
Mercedes,GLE,2015,Germany,Manual,Petrol,1.8,112178,Good,4,None,1989358
Volkswagen,Passat,2008,Germany,Manual,Petrol,3.0,62142,Excellent,4,None,1976576
Toyota,RAV4,2002,Japan,Automatic,Diesel,1.8,113218,Poor,3,GPS,79202
Nissan,Navara,2016,Japan,Automatic,Diesel,3.2,89788,Very Good,1,None,1939667
Mercedes,E-Class,2008,Germany,Automatic,Diesel,1.6,145973,Very Good,3,Bluetooth,1843652
Subaru,Outback,2000,Japan,Manual,Diesel,1.6,128209,Excellent,1,None,434156
Volkswagen,Passat,2007,Germany,Automatic,Petrol,4.0,159299,Very Good,0,Heated Seats,2317455
Mercedes,GLE,2010,Germany,Manual,Petrol,3.2,6286,Good,0,Backup Camera,2566384
Nissan,Juke,2018,Japan,Manual,Diesel,3.0,169413,Very Good,5,None,1211338
Toyota,Corolla,2017,Japan,Manual,Diesel,3.2,110587,Good,1,Sunroof,1670964
Volkswagen,Tiguan,2021,Germany,Automatic,Petrol,3.0,177831,Good,1,None,2320276
Ford,Fiesta,2021,USA,Automatic,Petrol,3.2,157145,Poor,3,GPS,1035523
Ford,Focus,2019,USA,Automatic,Petrol,1.6,17976,Poor,3,Leather Seats,763715
BMW,X5,2009,Germany,Manual,Diesel,4.0,199027,Excellent,3,Leather Seats,2671640
Nissan,Juke,2018,Japan,Manual,Petrol,4.0,10715,Excellent,2,Heated Seats,2281942
BMW,3 Series,2007,Germany,Manual,Diesel,1.8,17741,Good,0,GPS,1840687
Toyota,Camry,2011,Japan,Automatic,Petrol,1.4,140684,Poor,5,None,406489
Honda,Civic,2006,Japan,Automatic,Diesel,3.0,190066,Excellent,3,Backup Camera,606211
Mercedes,E-Class,2011,Germany,Manual,Petrol,1.6,33409,Poor,0,GPS,1164520
Honda,Fit,2022,Japan,Automatic,Diesel,4.0,62535,Good,3,Leather Seats,1907307
Volkswagen,Golf,2014,Germany,Automatic,Petrol,1.8,30705,Very Good,5,GPS,2403338
Mercedes,E-Class,2017,Germany,Manual,Petrol,2.0,161667,Poor,3,Heated Seats,1160215
Mercedes,GLA,2007,Germany,Automatic,Diesel,1.6,108174,Very Good,0,GPS,1889685
Subaru,Forester,2017,Japan,Automatic,Diesel,3.2,115890,Very Good,1,Leather Seats,1819754
Mercedes,GLE,2002,Germany,Manual,Diesel,2.0,141325,Poor,2,Leather Seats,763005
Volkswagen,Polo,2012,Germany,Automatic,Petrol,1.4,69948,Good,2,None,1944956
Ford,Focus,2010,USA,Automatic,Diesel,3.0,64923,Very Good,1,None,924468
Mercedes,GLA,2015,Germany,Automatic,Diesel,4.0,125115,Fair,0,Heated Seats,2127654
Subaru,XV,2008,Japan,Automatic,Diesel,2.0,195170,Poor,2,Sunroof,384737
Mercedes,GLA,2023,Germany,Automatic,Diesel,3.0,125948,Very Good,0,Bluetooth,2642605
Volkswagen,Tiguan,2016,Germany,Automatic,Petrol,2.0,22259,Excellent,2,Bluetooth,2675056
Honda,CR-V,2009,Japan,Manual,Petrol,3.0,31595,Good,5,GPS,847939
Ford,Ranger,2005,USA,Manual,Diesel,1.4,48874,Good,3,Leather Seats,693747
Subaru,XV,2004,Japan,Automatic,Petrol,3.0,171071,Poor,3,Backup Camera,224591
Toyota,Camry,2003,Japan,Automatic,Petrol,3.0,197352,Fair,0,Heated Seats,448955
Volkswagen,Golf,2017,Germany,Automatic,Petrol,3.2,42347,Fair,1,Backup Camera,2285332
Nissan,Navara,2002,Japan,Manual,Diesel,1.8,25359,Excellent,0,None,726676
Mercedes,GLA,2001,Germany,Automatic,Petrol,4.0,104077,Fair,4,Leather Seats,1420820
Honda,CR-V,2016,Japan,Automatic,Petrol,1.8,14033,Good,3,Heated Seats,1170721
Mercedes,E-Class,2019,Germany,Automatic,Petrol,1.6,31238,Fair,0,Leather Seats,1914066
Mercedes,GLA,2002,Germany,Automatic,Diesel,3.0,154405,Good,0,Bluetooth,1499683
Honda,Accord,2022,Japan,Manual,Petrol,2.5,43400,Good,0,Leather Seats,1552951
BMW,5 Series,2005,Germany,Automatic,Diesel,4.0,12404,Poor,2,None,1366839
BMW,X5,2007,Germany,Automatic,Petrol,2.5,112348,Very Good,3,Sunroof,1765221
Mercedes,GLE,2019,Germany,Manual,Diesel,1.8,163395,Very Good,4,Bluetooth,2414992
Mercedes,GLE,2011,Germany,Manual,Petrol,4.0,124600,Fair,1,Backup Camera,1979559
BMW,3 Series,2023,Germany,Manual,Petrol,1.8,14131,Poor,5,GPS,1560076
Subaru,XV,2021,Japan,Automatic,Petrol,1.8,150782,Fair,5,Heated Seats,972479
BMW,3 Series,2020,Germany,Automatic,Diesel,3.2,146980,Excellent,0,Bluetooth,3298151
Honda,Accord,2000,Japan,Manual,Petrol,4.0,181697,Good,0,Backup Camera,853409
Ford,Fiesta,2017,USA,Manual,Diesel,3.2,163575,Fair,5,Heated Seats,1169610
Subaru,Outback,2023,Japan,Manual,Petrol,4.0,197098,Very Good,2,Heated Seats,2185609
Subaru,Forester,2012,Japan,Manual,Diesel,2.0,21149,Excellent,4,Leather Seats,1197997
BMW,5 Series,2023,Germany,Automatic,Diesel,4.0,17335,Excellent,4,Leather Seats,3689250
Honda,Civic,2013,Japan,Automatic,Petrol,3.2,68145,Very Good,5,GPS,1683766
BMW,X3,2008,Germany,Automatic,Diesel,2.5,108782,Good,1,Backup Camera,1716658
Ford,Fiesta,2022,USA,Automatic,Diesel,2.5,101775,Good,3,Bluetooth,1240886
Honda,Accord,2008,Japan,Manual,Diesel,3.0,30438,Poor,5,Sunroof,401120
Ford,Explorer,2003,USA,Manual,Diesel,1.6,133178,Fair,2,Leather Seats,387589
Toyota,RAV4,2014,Japan,Manual,Diesel,2.5,112872,Poor,1,None,558803
Ford,Focus,2019,USA,Automatic,Petrol,2.5,70594,Good,5,Leather Seats,1247329
Ford,Ranger,2006,USA,Manual,Diesel,1.8,69533,Fair,3,Sunroof,521362
Ford,Ranger,2003,USA,Manual,Petrol,1.8,29867,Fair,1,Backup Camera,584544
Toyota,RAV4,2022,Japan,Manual,Diesel,3.2,20731,Very Good,1,Sunroof,2254743
Subaru,XV,2006,Japan,Manual,Diesel,3.2,45986,Excellent,0,None,1580717
Ford,Ranger,2019,USA,Manual,Petrol,2.5,196694,Good,1,Leather Seats,1264005
Ford,Explorer,2000,USA,Manual,Diesel,1.6,143997,Fair,4,Leather Seats,211345
Ford,Fiesta,2014,USA,Manual,Petrol,1.6,114660,Excellent,3,Sunroof,1066756
BMW,5 Series,2006,Germany,Manual,Petrol,4.0,26455,Fair,1,Heated Seats,1794094
Subaru,XV,2012,Japan,Manual,Diesel,1.6,27932,Good,0,Heated Seats,1002980
Nissan,Qashqai,2005,Japan,Automatic,Diesel,2.0,55975,Fair,5,Heated Seats,474461
